koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_disposition
0.835315046,2.45449,16876.0,30.54,1490.0,1160.98,939.5,5009.0,4.584,0.69,15.314,FALSE POSITIVE
26.0164225,4.1768,41109.0,61.04,755.0,76.63,285.4,6287.0,4.231,1.28,15.032,FALSE POSITIVE
6.29340543,3.024,96.4,1.08,1072.0,312.61,8.7,6214.0,4.442,1.076,15.186,CANDIDATE
0.706430188,1.301,50.8,0.41,1473.0,1116.9,11.0,5037.0,4.689,0.568,14.001,FALSE POSITIVE
0.78430061,2.952,254.7,1.14,1566.0,1416.91,20.5,5176.0,4.589,0.681,15.156,CANDIDATE
2.665875491,7.59461,161390.0,67.43,1502.0,1199.89,2274.7,6234.0,4.351,1.159,12.156,FALSE POSITIVE
2.6658312,5.771,40.8,0.99,1663.0,1807.48,12.4,6276.0,4.17,1.353,13.562,FALSE POSITIVE
2.52557582,2.32,35.4,0.62,1364.0,818.81,10.7,5821.0,4.421,1.036,13.564,CANDIDATE
22.786522,2.197,228.3,1.45,661.0,45.26,7.9,6146.0,4.497,0.943,15.382,CANDIDATE
28.027891356,17.3269,243230.0,31.3,440.0,8.86,2829.0,5231.0,4.721,0.544,14.594,FALSE POSITIVE
2.028512246,5.00309,121560.0,50.28,1542.0,1333.24,1545.8,6105.0,4.412,1.025,13.281,FALSE POSITIVE
1.332567821,3.4844,31.0,0.96,2395.0,7802.17,5.0,6600.0,4.047,1.681,13.191,FALSE POSITIVE
1.332545609,3.997,278.2,28.37,5080.0,157611.61,31.4,5154.0,2.435,16.486,13.504,FALSE POSITIVE
1.33256256,3.088,174.9,16.03,4529.0,99175.88,11.9,4601.0,2.321,12.581,12.295,FALSE POSITIVE
1.33258981,3.987,78.4,0.67,1369.0,832.33,16.1,5309.0,4.595,0.763,14.818,FALSE POSITIVE
1.284241817,1.965,166.5,1.18,1623.0,1643.57,13.3,5849.0,4.517,0.919,15.674,CANDIDATE
2.161583501,4.0537,50163.0,29.61,1646.0,1741.01,239.2,5888.0,4.167,1.219,13.945,FALSE POSITIVE
8.7396758,3.866,1431.0,3.29,577.0,26.17,15.6,4406.0,4.643,0.628,16.324,CANDIDATE
15.9474242,1.127,191.7,1.21,670.0,47.65,6.5,5472.0,4.44,0.877,14.801,CANDIDATE
50.0122,3.426,210.4,1.2,432.0,8.23,8.3,5357.0,4.503,0.814,15.174,CANDIDATE
4.627775175,3.4079,5675.1,32.62,1039.0,275.68,197.5,5845.0,4.541,0.874,14.69,FALSE POSITIVE
28.7850347,2.102,102.9,2.5,993.0,229.66,6.2,6581.0,3.824,2.42,13.57,FALSE POSITIVE
6.096030635,18.4531,901660.0,406.97,1925.0,3246.2,4885.3,7598.0,3.867,2.692,13.533,FALSE POSITIVE
5.9371708,4.954,157.1,1.17,945.0,188.41,10.1,5475.0,4.426,0.923,15.379,FALSE POSITIVE
0.577844035,4.291,320.4,18.93,1980.0,3647.63,94.0,5693.0,4.57,0.816,13.766,FALSE POSITIVE
1.75147897,7.89,76.7,1.8,2340.0,7086.5,68.2,6823.0,4.04,2.037,12.655,FALSE POSITIVE
3.17796408,0.542,47.7,0.74,1034.0,270.25,6.0,5061.0,4.488,0.841,12.218,CANDIDATE
3.05293416,2.155,227.5,1.18,1047.0,284.82,10.1,5311.0,4.588,0.788,15.901,CANDIDATE
36.2530992,4.73,152.1,1.43,582.0,27.17,8.3,6002.0,4.424,1.081,14.71,CANDIDATE
7.5017934,4.271,134.8,1.32,1046.0,283.25,9.8,6321.0,4.417,1.125,15.438,CANDIDATE
0.912351255,1.072,111.8,1.46,1840.0,2705.58,9.1,5481.0,4.369,1.036,15.114,CANDIDATE
12.4701111,3.616,89.7,2.06,1074.0,313.87,9.3,5623.0,3.877,2.109,14.024,CANDIDATE
3.495457889,6.9796,114620.0,84.49,2051.0,4186.71,724.0,8529.0,4.249,1.558,13.444,FALSE POSITIVE
4.01668015,2.2828,38007.0,22.11,1016.0,252.13,87.9,5448.0,4.497,0.794,15.371,FALSE POSITIVE
0.806277023,7.275,70.8,0.89,2046.0,4119.09,37.9,6122.0,4.471,0.996,13.614,FALSE POSITIVE
0.513482156,2.732,91.6,0.83,2072.0,4335.56,12.6,5495.0,4.495,0.882,15.63,FALSE POSITIVE
225.66716,16.6,342.9,1.94,331.0,2.82,11.7,6363.0,4.444,1.035,13.718,FALSE POSITIVE
4.24748886,3.053,121.0,1.01,1079.0,319.94,10.0,5807.0,4.524,0.922,15.146,FALSE POSITIVE
1.000012952,1.221,36.0,2.12,2858.0,15781.19,11.9,5176.0,3.534,3.605,11.942,FALSE POSITIVE
0.878803439,2.74503,410720.0,51.97,1347.0,775.9,524.8,4524.0,4.566,0.737,15.929,FALSE POSITIVE
8.65303996,1.091,497.0,1.88,764.0,80.51,14.7,5301.0,4.528,0.84,15.639,FALSE POSITIVE
12.4253812,19.781,115.3,1.14,823.0,108.46,26.8,5925.0,4.412,1.066,13.854,FALSE POSITIVE
12.42555999,28.083,2964.8,4.72,599.0,30.49,122.0,4922.0,4.576,0.704,15.902,FALSE POSITIVE
12.4257442,29.122,936.0,8.43,1551.0,1369.63,49.6,8691.0,4.072,2.193,12.625,FALSE POSITIVE
12.4254241,24.98,378.9,2.17,755.0,76.9,36.0,5853.0,4.529,0.895,15.71,FALSE POSITIVE
0.755109271,2.619,23.2,0.47,1961.0,3494.52,12.9,5606.0,4.39,0.962,13.292,FALSE POSITIVE
1.75251585,3.489,125.9,1.02,1447.0,1035.27,14.2,5952.0,4.554,0.844,13.978,FALSE POSITIVE
1.752450163,3.0255,55.5,0.79,1552.0,1372.36,3.4,5779.0,4.364,0.99,13.294,FALSE POSITIVE
8.27923132,2.355,164.9,1.08,815.0,104.49,10.9,5631.0,4.557,0.847,15.197,FALSE POSITIVE
2.212877035,4.66961,376200.0,69.18,1507.0,1221.98,2731.0,6153.0,4.405,1.0,14.28,FALSE POSITIVE
0.845097627,1.873,86.5,0.78,1584.0,1496.92,10.7,5252.0,4.593,0.783,15.685,FALSE POSITIVE
0.515875396,1.21,1773.0,7.22,3189.0,24441.1,9.1,7229.0,4.278,1.38,13.591,FALSE POSITIVE
2.83401711,5.938,84.2,0.93,1381.0,859.57,11.5,6247.0,4.458,1.002,15.036,FALSE POSITIVE
0.566803996,3.399,141.6,0.64,1350.0,786.1,23.4,4373.0,4.722,0.544,15.989,FALSE POSITIVE
0.56681118,2.06,,,,,,,,,11.58,FALSE POSITIVE
0.566799927,4.71,145.1,0.77,1649.0,1738.27,28.9,5092.0,4.671,0.645,15.888,FALSE POSITIVE
0.566786121,3.404,81.8,0.79,1984.0,3678.65,14.0,5603.0,4.556,0.846,15.768,FALSE POSITIVE
0.566802891,1.861,49.2,1.29,3111.0,22107.66,14.4,6487.0,4.08,1.748,12.982,FALSE POSITIVE
1.01884975,3.233,30.9,0.47,1754.0,2238.64,14.8,6068.0,4.568,0.829,13.948,FALSE POSITIVE
10.9279755,2.486,71.5,0.81,834.0,114.42,7.3,6045.0,4.494,0.955,14.347,CANDIDATE
32.440339204,4.50984,287600.0,44.56,448.0,9.52,2177.0,5081.0,4.578,0.696,15.854,FALSE POSITIVE
2.62387291,4.61248,232470.0,74.23,1790.0,2430.91,2607.6,6728.0,4.206,1.46,13.7,FALSE POSITIVE
3.671661096,4.29947,129240.0,105.82,1967.0,3539.43,3152.6,7343.0,4.02,1.94,12.814,FALSE POSITIVE
0.50948306,3.14,74.6,1.22,3024.0,19778.63,8.0,6344.0,4.091,1.39,13.545,FALSE POSITIVE
17.329965871,8.43812,252720.0,42.58,548.0,21.34,1938.7,5079.0,4.588,0.683,15.2,FALSE POSITIVE
1.890227354,3.855,112260.0,42.05,1236.0,551.66,252.0,5356.0,4.589,0.78,15.569,FALSE POSITIVE
1.38718209,2.595,45.5,0.68,1707.0,2011.41,7.2,6122.0,4.471,0.996,14.718,FALSE POSITIVE
7.918267,3.478,83.7,0.93,953.0,195.36,8.4,5966.0,4.418,1.016,14.758,CANDIDATE
3.138580493,4.16343,233340.0,59.24,1281.0,635.61,2387.8,5593.0,4.311,1.083,13.63,FALSE POSITIVE
9.26147679,1.77,,,,,,,,,14.874,FALSE POSITIVE
581.0723,15.81,1364.2,161858.0,639.0,39.36,15.9,5026.0,2.504,16.891,12.282,FALSE POSITIVE
10.2170589,2.259,121.3,1.17,929.0,176.34,7.9,6211.0,4.384,1.054,14.455,CANDIDATE
2.14344093,3.9741,133320.0,28.69,1033.0,269.48,645.9,4817.0,4.624,0.7,14.945,FALSE POSITIVE
86.95432088,12.11,,,,,,,,,14.248,CANDIDATE
9.058487716,4.14334,127970.0,20.51,547.0,21.15,2098.9,4340.0,4.671,0.573,15.507,FALSE POSITIVE
2.856085147,4.5776,173840.0,88.52,1739.0,2164.0,422.1,6604.0,4.178,1.526,14.045,FALSE POSITIVE
39.238141571,6.07183,439210.0,90.93,656.0,43.69,969.3,6599.0,4.35,1.234,12.153,FALSE POSITIVE
53.7406575,47.2475,116720.0,25.44,398.0,5.93,3568.1,5288.0,4.577,0.737,13.756,FALSE POSITIVE
7.436016459,4.16284,106530.0,31.39,968.0,207.61,742.1,6214.0,4.501,0.933,14.546,FALSE POSITIVE
27.5837778,1.516,202.5,11.03,1330.0,739.57,8.5,5092.0,2.945,7.913,12.148,CANDIDATE
14.361021578,13.2895,459880.0,45.9,594.0,29.44,2599.0,5229.0,4.607,0.668,14.419,FALSE POSITIVE
14.844240386,6.83577,83412.0,28.97,810.0,101.98,4542.8,6161.0,4.367,0.988,14.415,FALSE POSITIVE
4.42158021,10.4532,61032.0,188.89,2565.0,10243.23,370.6,8026.0,3.65,3.461,11.425,FALSE POSITIVE
3.14735789,3.643,51.8,3.45,2209.0,5635.4,9.3,5189.0,3.352,4.93,14.386,CANDIDATE
10.116144515,2.70314,58144.0,17.21,549.0,21.56,1144.8,4717.0,4.737,0.519,15.52,FALSE POSITIVE
1.953285321,1.67598,1520.3,151.56,2927.0,17363.68,237.7,6450.0,3.501,3.928,13.077,FALSE POSITIVE
2.61090223,1.976,222.5,1.8,1323.0,724.16,10.7,5514.0,4.345,1.071,15.829,CANDIDATE
17.6637979,6.194,67.9,2.98,1178.0,455.65,9.7,5734.0,3.591,3.405,14.074,CANDIDATE
5.1777226,8.275,41.7,0.63,1050.0,287.44,6.1,5854.0,4.469,0.979,12.32,CANDIDATE
9.48814747,1.163,47.9,0.73,856.0,126.75,11.1,5680.0,4.414,1.016,11.525,CANDIDATE
346.36642,14.94,148.2,1.57,314.0,2.3,14.3,6327.0,4.276,1.259,11.899,FALSE POSITIVE
0.51554111,0.87,,,,,,,,,15.786,FALSE POSITIVE
3.471399214,5.07707,92285.0,89.62,1558.0,1390.76,3230.4,6026.0,4.101,1.689,12.161,FALSE POSITIVE
4.176929219,5.2003,70355.0,31.35,938.0,183.08,187.0,5462.0,4.628,0.708,15.22,FALSE POSITIVE
6.3762199,2.24,,,,168.45,,,,,15.822,FALSE POSITIVE
9.78184193,2.3,,,,,,,,,15.198,CANDIDATE
8.1770751,4.608,44.3,0.83,1115.0,365.09,10.6,6501.0,4.281,1.209,12.419,CANDIDATE
569.45051,9.63,425.4,1.96,225.0,0.61,8.2,6117.0,4.496,0.947,14.542,FALSE POSITIVE
2.403704619,0.8927,110.6,27.04,3903.0,54903.0,1.4,6244.0,2.897,10.105,13.151,FALSE POSITIVE
0.796815149,1.0727,55.9,10.23,5480.0,212663.45,4.8,4897.0,2.464,13.499,11.971,FALSE POSITIVE
18.11208877,6.7828,116630.0,96.62,1068.0,307.27,217.7,7323.0,4.167,1.722,13.627,FALSE POSITIVE
4.84505985,2.078,298.4,1.54,723.0,64.57,10.7,4337.0,4.581,0.714,13.731,CANDIDATE
8.665259912,3.1088,1840.6,82.42,1378.0,852.84,181.4,6071.0,3.796,2.389,13.852,FALSE POSITIVE
4.726086185,4.39793,181820.0,41.38,1032.0,267.96,1564.3,5873.0,4.547,0.863,15.181,FALSE POSITIVE
623.70774,6.688,250.9,1.81,258.0,1.05,10.2,6626.0,4.347,1.132,13.379,CANDIDATE
1.51945182,2.95,13.7,0.5,1901.0,3080.82,9.6,6168.0,4.25,1.307,12.585,FALSE POSITIVE
5.082523739,5.04732,276280.0,61.88,1266.0,606.33,5286.2,6507.0,4.343,1.145,13.508,FALSE POSITIVE
74.985292949,6.23451,105350.0,49.22,425.0,7.69,1754.8,5955.0,4.52,0.91,14.851,FALSE POSITIVE
10.95210361,1.5,,,,,,,,,11.969,CANDIDATE
25.762056721,14.8694,447720.0,74.87,604.0,31.48,3469.5,5539.0,4.393,1.027,14.231,FALSE POSITIVE
2.70581614,6.56,46.9,0.69,1356.0,799.75,41.8,5992.0,4.42,0.961,10.715,CANDIDATE
1.195516859,6.17216,513810.0,75.54,1715.0,2045.19,1153.4,5780.0,4.438,1.0,13.908,FALSE POSITIVE
1.995728294,6.43532,251880.0,45.2,1409.0,928.82,1496.5,5807.0,4.455,0.861,13.748,FALSE POSITIVE
10.768391927,12.5252,107380.0,52.8,970.0,209.25,2085.7,5226.0,3.97,1.643,12.88,FALSE POSITIVE
0.733724504,2.208,45.9,0.96,2601.0,10830.96,21.4,6175.0,4.099,1.405,13.436,FALSE POSITIVE
1.28940823,3.652,32.1,2.48,3112.0,22119.66,10.3,5826.0,3.465,4.189,13.897,CANDIDATE
498.27269,8.92,534.0,2.12,214.0,0.5,6.6,5618.0,4.514,0.932,15.477,CANDIDATE
12.155241119,6.84353,85532.0,34.62,788.0,91.2,1767.8,5761.0,4.413,0.932,13.964,FALSE POSITIVE
11.0495766,2.13,102.8,0.83,738.0,70.24,5.7,5533.0,4.505,0.819,14.804,CANDIDATE
4.48559215,0.8161,2265.0,0.95,365.0,4.2,15.0,3236.0,5.097,0.193,15.737,CONFIRMED
0.566811926,4.181,82.6,0.91,2293.0,6584.06,22.5,6165.0,4.474,0.942,15.444,FALSE POSITIVE
0.566803738,1.8481,100.6,1.13,2450.0,8516.13,33.1,6300.0,4.404,1.057,14.313,FALSE POSITIVE
1.69421771,4.161,91.1,0.74,1274.0,621.89,15.0,5402.0,4.591,0.717,15.041,FALSE POSITIVE
13.8086331,3.613,207.1,1.09,659.0,44.5,9.0,5515.0,4.568,0.761,15.567,CANDIDATE
2.739477089,3.18229,32096.0,50.48,1475.0,1120.19,593.6,6469.0,4.431,1.056,13.636,FALSE POSITIVE
4.028671454,8.12253,113970.0,52.42,1492.0,1169.87,2152.8,6327.0,4.168,1.528,13.775,FALSE POSITIVE
0.687004402,3.829,93.7,2.89,3535.0,36888.8,45.0,6240.0,3.684,2.803,13.316,FALSE POSITIVE
0.91839938,4.479,152.1,1.0,1558.0,1389.28,16.8,5222.0,4.556,0.795,15.908,FALSE POSITIVE
0.94356284,5.721,13.4,0.76,3176.0,23945.42,16.0,7693.0,4.083,1.984,12.749,FALSE POSITIVE
2.243569483,4.14769,66328.0,21.11,1364.0,817.05,1107.7,6081.0,4.526,0.801,14.965,CANDIDATE
82.78482,7.52,190.4,2.16,501.0,14.88,8.4,5749.0,4.123,1.48,14.909,CANDIDATE
1.81139053,8.64,77.5,14.47,1466.0,1092.69,12.5,5941.0,4.519,0.911,15.372,FALSE POSITIVE
2.4376438,1.587,27.1,0.79,1686.0,1909.13,8.8,5927.0,4.117,1.53,12.66,CANDIDATE
0.721522907,1.4521,22528.0,11.04,1475.0,1115.99,815.3,4893.0,4.634,0.625,15.069,CANDIDATE
0.651731691,2.4602,20524.0,71.9,2604.0,10815.86,347.5,5791.0,4.052,1.472,13.879,FALSE POSITIVE
2.73398963,1.52,,,,25373.9,,,,,11.727,FALSE POSITIVE
40.069674617,9.3564,41865.0,27.38,588.0,28.2,1304.8,5911.0,4.321,1.207,14.458,FALSE POSITIVE
55.884827,2.283,497.6,2.11,438.0,8.7,7.7,5668.0,4.545,0.868,15.873,FALSE POSITIVE
3.75938475,1.188,133.1,3.1,1677.0,1868.97,11.3,4976.0,3.534,2.638,12.917,FALSE POSITIVE
10.6840477,3.515,81901.0,26.43,444.0,9.21,395.3,3887.0,4.743,0.523,15.774,FALSE POSITIVE
2.00280845,1.22,,,,15763.18,,,,,11.696,FALSE POSITIVE
2.305097141,1.9378,5880.0,89.22,2753.0,13581.41,133.4,8851.0,4.085,2.178,13.866,FALSE POSITIVE
18.525917446,5.9056,455660.0,64.42,618.0,34.58,2246.9,5492.0,4.533,0.887,15.124,FALSE POSITIVE
4.15736472,2.217,200.7,1.09,931.0,178.03,11.2,5183.0,4.558,0.782,15.517,CANDIDATE
0.502454299,2.31547,37454.0,43.95,2336.0,7025.25,873.6,6134.0,4.498,0.901,13.532,FALSE POSITIVE
27.308150159,4.43906,388000.0,47.06,523.0,17.75,820.9,5541.0,4.574,0.739,15.529,FALSE POSITIVE
0.59586463,1.5,,,,931.51,,,,,14.343,FALSE POSITIVE
1.222127938,2.2613,2486.5,30.32,1470.0,1107.41,200.9,5157.0,4.465,0.87,14.73,FALSE POSITIVE
0.589753355,0.606,216.0,1.03,1760.0,2262.14,12.4,5414.0,4.648,0.678,15.832,FALSE POSITIVE
0.760935268,2.77023,370600.0,35.68,1285.0,640.66,1289.0,4675.0,4.74,0.511,12.402,FALSE POSITIVE
2.012094,2.157,74.8,0.99,1523.0,1274.27,9.1,5633.0,4.296,1.162,14.927,CANDIDATE
1.33258772,5.187,70.8,1.13,1825.0,2625.26,16.0,5576.0,4.201,1.289,15.276,FALSE POSITIVE
9.4767057,3.893,230.5,1.38,841.0,118.13,8.6,5911.0,4.519,0.914,15.761,CANDIDATE
208.54335,9.851,614.6,2.84,321.0,2.52,10.4,5533.0,4.275,1.166,15.254,CANDIDATE
5.0395851,4.556,70.1,0.78,1067.0,306.35,9.6,5912.0,4.453,0.924,14.634,CANDIDATE
7.64370363,2.738,70.9,1.85,1334.0,748.7,13.2,6120.0,3.934,2.0,13.266,CANDIDATE
1.353414369,13.416,610.2,216.31,3617.0,40561.5,100.8,4850.0,2.865,8.586,12.318,FALSE POSITIVE
2.9590637,28.81,23.6,0.65,1564.0,1415.74,6.4,6192.0,4.195,1.322,12.913,CANDIDATE
15.066491533,6.2852,106050.0,88.56,932.0,177.96,893.0,5751.0,4.028,1.626,14.213,FALSE POSITIVE
1.831829703,7.289,40509.0,49.38,2078.0,4410.65,140.4,5269.0,3.667,2.183,13.061,FALSE POSITIVE
5.11683678,3.119,161.4,1.16,1039.0,275.15,9.2,5955.0,4.52,0.91,15.221,CANDIDATE
1.06100327,1.675,95.9,0.94,1793.0,2443.69,9.7,5966.0,4.493,0.961,15.14,FALSE POSITIVE
0.922030594,4.367,13859.0,49.63,2194.0,5474.27,331.7,6484.0,4.386,1.153,14.351,FALSE POSITIVE
24.714790706,5.06776,208730.0,112.24,901.0,155.67,5148.8,6300.0,3.982,1.862,12.526,FALSE POSITIVE
3.6329347,2.3,,,,10830.2,,,,,13.758,FALSE POSITIVE
0.607191908,1.30166,17369.0,12.44,1759.0,2251.28,961.9,5370.0,4.598,0.671,15.428,FALSE POSITIVE
2.2502073,2.203,260.1,19.94,3637.0,41377.92,7.8,4507.0,2.391,12.787,11.946,FALSE POSITIVE
17.9925973,2.762,198.5,1.62,748.0,73.97,8.7,5931.0,4.351,1.087,14.604,CANDIDATE
0.648775795,4.34648,108820.0,41.58,1714.0,2038.54,6873.9,5143.0,4.559,0.776,10.201,FALSE POSITIVE
4.132521615,12.4949,156250.0,93.1,1628.0,1660.29,440.0,6567.0,4.045,1.636,13.894,FALSE POSITIVE
74.371666,12.59,102.8,2.39,767.0,81.88,12.1,6865.0,3.742,2.211,11.319,CANDIDATE
0.938905082,5.00453,358890.0,205.64,4281.0,79148.54,2584.7,8615.0,3.784,3.003,13.613,FALSE POSITIVE
10.819169459,5.50262,437140.0,67.76,850.0,123.51,5258.2,5955.0,4.429,0.991,14.342,FALSE POSITIVE
2.680514453,3.21178,195750.0,48.86,1431.0,989.89,665.5,6038.0,4.356,1.076,14.746,FALSE POSITIVE
19.164111,2.773,215.9,1.11,519.0,17.12,8.1,5103.0,4.65,0.674,15.455,CANDIDATE
0.970085646,1.129,153.0,18.65,5119.0,162048.58,9.8,4555.0,2.346,15.63,12.026,FALSE POSITIVE
11.300987626,10.5199,325700.0,97.12,1019.0,254.84,5027.8,6143.0,4.165,1.448,13.203,FALSE POSITIVE
0.92098747,2.04,,,,27890.55,,,,,10.206,FALSE POSITIVE
2.182515126,6.8413,114930.0,128.15,2703.0,12627.67,861.6,8051.0,3.966,2.347,13.419,FALSE POSITIVE
2.659418888,6.98414,305230.0,61.52,1352.0,789.69,5776.1,6156.0,4.5,0.932,14.905,FALSE POSITIVE
13.5164708,2.628,140.1,0.88,645.0,40.81,7.1,5442.0,4.6,0.747,15.087,CANDIDATE
1.65546056,3.52,125.1,0.9,1331.0,743.75,12.4,5438.0,4.574,0.82,15.876,FALSE POSITIVE
1.655472351,5.09197,174200.0,125.25,2546.0,9914.08,823.8,6725.0,3.86,2.171,11.471,FALSE POSITIVE
1.759276227,3.19585,32091.0,40.79,1861.0,2828.82,2857.7,6656.0,4.351,1.232,12.984,FALSE POSITIVE
1.09206792,1.646,105.9,0.74,1320.0,715.46,7.7,4856.0,4.609,0.728,15.924,FALSE POSITIVE
2.41194057,1.787,67.3,1.35,1654.0,1771.98,10.6,5598.0,4.045,1.594,14.106,CANDIDATE
0.77996263,3.369,25.7,0.83,2607.0,10919.82,9.7,6002.0,4.032,1.629,13.417,FALSE POSITIVE
0.800263219,0.729,170.5,0.77,1240.0,561.84,13.2,4336.0,4.656,0.59,15.695,CANDIDATE
18.646323091,8.853,231000.0,213.31,1194.0,480.54,2895.8,5786.0,3.542,3.478,13.729,FALSE POSITIVE
441.17369,14.82,702.0,2.27,217.0,0.52,11.5,5610.0,4.551,0.858,15.632,CANDIDATE
3.6673005,3.373,144.9,0.62,627.0,36.42,9.1,3823.0,4.729,0.519,15.826,FALSE POSITIVE
0.773144492,4.05643,215960.0,107.13,2860.0,15791.97,2947.8,6413.0,4.038,1.91,13.833,FALSE POSITIVE
50.440285363,12.2001,85309.0,51.5,673.0,48.36,2499.7,6225.0,4.039,1.646,12.009,FALSE POSITIVE
3.255385289,5.9498,158910.0,40.58,1236.0,550.68,840.7,5806.0,4.425,0.975,15.091,FALSE POSITIVE
7.4185369,1.451,14.7,0.81,1963.0,3511.86,5.2,9763.0,4.179,2.045,11.364,FALSE POSITIVE
15.68434493,44.463,791.6,56.23,1136.0,393.14,256.3,6407.0,3.888,2.191,13.102,FALSE POSITIVE
1.400991827,4.8798,64104.0,98.13,2468.0,8795.37,669.6,6706.0,4.026,1.924,11.244,FALSE POSITIVE
19.2532128,1.674,219.3,1.42,692.0,54.13,7.4,6060.0,4.495,0.953,15.362,CANDIDATE
1.34062901,3.076,69.5,0.82,1678.0,1876.57,13.1,6045.0,4.494,0.955,15.13,FALSE POSITIVE
0.533628226,5.772,81.8,2.41,3885.0,53849.23,35.3,7163.0,3.906,2.177,11.299,FALSE POSITIVE
0.678137665,1.00718,885.0,30.37,2274.0,6364.7,172.7,6429.0,4.449,0.942,14.291,FALSE POSITIVE
1.817079849,0.889,204.6,1.39,1454.0,1056.39,10.8,5808.0,4.503,0.963,15.591,CANDIDATE
8.04963472,6.00488,279650.0,95.98,1247.0,571.1,5246.5,6698.0,4.171,1.485,13.831,FALSE POSITIVE
4.446459958,2.558,5663.8,36.15,1030.0,265.42,178.3,5615.0,4.504,0.893,14.735,FALSE POSITIVE
23.3787733,6.76,76.0,0.92,694.0,54.98,8.1,6210.0,4.424,1.054,13.853,CANDIDATE
15.09984259,0.222,484.8,4.11,576.0,25.98,6.7,5191.0,4.615,0.65,15.37,CANDIDATE
1.22775105,1.602,327.6,1.0,1094.0,340.64,20.3,4551.0,4.713,0.56,15.715,FALSE POSITIVE
15.3416245,2.126,269.6,1.3,605.0,31.63,9.2,5061.0,4.504,0.814,14.813,CANDIDATE
7.214721393,2.36464,46802.0,16.79,630.0,37.12,582.0,4705.0,4.696,0.552,14.853,FALSE POSITIVE
8.15275885,1.746,16536.0,2.44,305.0,2.03,9.2,3327.0,5.113,0.189,17.475,CONFIRMED
3.18740907,6.19,137.5,0.81,919.0,168.43,9.2,4808.0,4.589,0.715,16.153,FALSE POSITIVE
10.23273611,1.55,,,,,,,,,11.614,FALSE POSITIVE
0.962815183,2.581,20.7,1.12,3152.0,23331.88,12.1,6638.0,3.792,2.445,12.876,FALSE POSITIVE
10.72900793,0.696,404.3,1.78,722.0,64.33,10.1,5375.0,4.541,0.876,15.188,CANDIDATE
8.19619768,2.109,197.4,1.55,851.0,123.81,9.3,5323.0,4.378,0.995,15.188,CANDIDATE
0.696290095,3.839,120.5,12.63,1969.0,3537.89,19.4,5904.0,4.543,0.867,15.034,FALSE POSITIVE
10.0714369,6.891,49.5,1.98,1362.0,814.46,10.8,5768.0,3.633,2.81,13.472,CANDIDATE
0.62240698,1.186,155.8,1.63,2663.0,11894.49,10.2,6661.0,4.341,1.29,12.92,FALSE POSITIVE
6.72876606,2.277,117.4,1.03,940.0,184.66,7.8,5823.0,4.489,0.919,14.701,CANDIDATE
24.09002065,11.0494,6782.2,9.39,551.0,21.85,252.3,5354.0,4.495,0.804,14.94,FALSE POSITIVE
2.666961614,2.4774,7583.4,40.68,1469.0,1104.26,249.5,6609.0,4.484,0.974,13.968,FALSE POSITIVE
1.17430183,9.587,64.5,2.22,3020.0,19656.66,13.5,7537.0,4.007,2.145,12.08,FALSE POSITIVE
14.05652256,2.56,,,,,,,,,13.697,CANDIDATE
15.039464523,5.39796,66877.0,51.71,877.0,139.95,1133.5,6410.0,4.329,1.178,13.623,FALSE POSITIVE
1.05680287,5.748,82.3,0.83,1633.0,1686.88,10.9,5584.0,4.532,0.885,15.87,FALSE POSITIVE
0.787122102,3.0999,596.8,20.76,1655.0,1775.05,57.4,5210.0,4.528,0.799,15.626,FALSE POSITIVE
2.15045295,4.453,169.1,24.27,4340.0,83894.63,25.8,4899.0,2.356,18.92,11.359,FALSE POSITIVE
315.07717192,10.31,,,,,,,,,15.341,CANDIDATE
1.21607873,4.686,29.4,1.92,2803.0,14545.24,11.2,6234.0,3.741,2.5,13.333,FALSE POSITIVE
38.49536985,12.8716,93327.0,124.34,824.0,109.13,201.9,6050.0,3.823,2.345,13.173,FALSE POSITIVE
4.18224416,6.209,57.2,1.07,1206.0,500.7,13.8,6057.0,4.392,0.999,13.732,FALSE POSITIVE
0.643002821,1.02608,2671.5,36.82,2188.0,5409.39,295.6,5681.0,4.315,1.036,14.984,FALSE POSITIVE
1.95119541,1.907,59.7,0.47,1050.0,287.41,7.7,4936.0,4.681,0.628,15.105,FALSE POSITIVE
383.85362,9.76,422.9,2.78,314.0,2.29,7.5,6675.0,4.341,1.293,15.232,CANDIDATE
2.564012541,0.9433,2551.9,7.27,1720.0,2065.56,5.3,6274.0,4.139,1.428,14.121,CANDIDATE
0.71538172,5.0,,,,7377.38,,,,,14.67,FALSE POSITIVE
18.3602239,2.352,574.6,2.04,637.0,38.9,12.4,5713.0,4.551,0.856,15.703,FALSE POSITIVE
24.996068,5.623,621.7,2.4,604.0,31.43,9.4,5761.0,4.492,0.956,15.183,FALSE POSITIVE
8.9429645,1.803,233.5,0.89,536.0,19.51,7.2,4183.0,4.655,0.594,15.537,CANDIDATE
2.405625303,0.6283,163.5,1.11,1180.0,459.66,12.0,5450.0,4.573,0.83,14.709,CANDIDATE
552.8295063,16.0851,266300.0,56.89,229.0,0.65,942.6,5956.0,4.403,0.929,14.973,FALSE POSITIVE
0.773595312,0.781,93.0,0.96,1976.0,3613.97,13.2,5973.0,4.506,0.935,14.882,FALSE POSITIVE
